Female,Male,Other,Home Mortage,Home Owner,Rent,ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
0.0,1.0,0.0,0.0,1.0,0.0,593.0,44.0,20.0,79.0,95051.0,4.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,594.0,33.0,7.0,48.0,90025.0,4.0,2.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,595.0,50.0,26.0,85.0,94143.0,1.0,0.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,596.0,42.0,18.0,41.0,92121.0,1.0,1.8,1.0,94.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,597.0,48.0,22.0,152.0,94022.0,1.0,3.5,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,598.0,25.0,-1.0,125.0,92835.0,2.0,7.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,599.0,56.0,31.0,11.0,92374.0,2.0,0.2,3.0,90.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,600.0,28.0,4.0,103.0,94720.0,2.0,2.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,601.0,56.0,30.0,141.0,94143.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,602.0,58.0,32.0,38.0,91320.0,1.0,1.4,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,603.0,29.0,5.0,135.0,95035.0,2.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,604.0,63.0,38.0,28.0,94720.0,2.0,0.5,2.0,89.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,605.0,28.0,3.0,70.0,90245.0,4.0,2.2,1.0,240.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,606.0,57.0,31.0,41.0,91330.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,607.0,34.0,8.0,81.0,91741.0,3.0,0.9,2.0,208.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,609.0,27.0,2.0,55.0,91910.0,4.0,1.7,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,610.0,37.0,11.0,24.0,91770.0,4.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,611.0,52.0,28.0,81.0,94132.0,3.0,1.8,2.0,275.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,612.0,49.0,23.0,32.0,94701.0,4.0,1.8,1.0,83.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,613.0,65.0,40.0,129.0,90095.0,1.0,1.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,614.0,60.0,35.0,108.0,94904.0,1.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,615.0,37.0,12.0,180.0,90034.0,1.0,7.9,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,616.0,63.0,37.0,139.0,93943.0,2.0,6.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,617.0,40.0,14.0,33.0,94025.0,2.0,1.4,3.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,618.0,46.0,20.0,74.0,94024.0,4.0,2.6,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,619.0,63.0,37.0,42.0,91320.0,2.0,0.7,3.0,115.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,620.0,57.0,27.0,73.0,93106.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,621.0,33.0,8.0,115.0,91129.0,4.0,2.9,2.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,622.0,41.0,17.0,114.0,91125.0,2.0,1.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,623.0,41.0,17.0,92.0,93555.0,2.0,1.9,1.0,131.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,624.0,44.0,19.0,34.0,95616.0,1.0,0.3,3.0,78.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,625.0,33.0,6.0,54.0,92821.0,2.0,1.66666666666667,2.0,122.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,626.0,52.0,28.0,64.0,95605.0,2.0,1.0,3.0,211.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,627.0,30.0,6.0,42.0,94305.0,1.0,0.2,3.0,100.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,628.0,45.0,19.0,70.0,92677.0,3.0,2.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,629.0,49.0,24.0,51.0,90071.0,1.0,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,630.0,45.0,19.0,71.0,91711.0,4.0,2.9,1.0,218.0,0.0,0.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,631.0,32.0,7.0,35.0,95929.0,3.0,1.3,1.0,108.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,632.0,45.0,18.0,40.0,94960.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,633.0,57.0,32.0,165.0,94720.0,4.0,2.7,3.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,634.0,61.0,31.0,18.0,94583.0,1.0,1.5,3.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,635.0,57.0,31.0,32.0,90034.0,3.0,1.4,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,636.0,60.0,35.0,35.0,90509.0,3.0,0.2,1.0,169.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,637.0,40.0,16.0,120.0,92037.0,2.0,6.1,1.0,196.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,638.0,53.0,28.0,31.0,90245.0,4.0,0.1,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,639.0,42.0,16.0,35.0,92054.0,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,640.0,62.0,36.0,32.0,92646.0,2.0,0.2,3.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,641.0,43.0,18.0,85.0,94960.0,1.0,3.7,3.0,327.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,642.0,35.0,10.0,139.0,95060.0,2.0,7.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,643.0,50.0,24.0,103.0,94132.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,644.0,45.0,21.0,152.0,91902.0,2.0,1.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,645.0,52.0,27.0,33.0,92121.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,646.0,35.0,9.0,84.0,95120.0,4.0,2.2,2.0,322.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,647.0,58.0,33.0,61.0,90033.0,4.0,1.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,648.0,62.0,38.0,64.0,95064.0,4.0,2.2,1.0,123.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,649.0,50.0,25.0,34.0,95621.0,1.0,1.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,650.0,25.0,-1.0,82.0,92677.0,4.0,2.1,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,651.0,47.0,22.0,122.0,90037.0,1.0,5.1,3.0,163.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,652.0,28.0,4.0,58.0,92121.0,3.0,1.5,1.0,131.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,653.0,34.0,9.0,92.0,90024.0,1.0,2.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,654.0,49.0,23.0,78.0,92691.0,2.0,2.4,2.0,205.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,656.0,50.0,25.0,13.0,91109.0,2.0,0.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,657.0,37.0,11.0,81.0,94539.0,1.0,2.8,3.0,145.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,658.0,38.0,8.0,23.0,95207.0,1.0,0.666666666666667,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,659.0,52.0,26.0,35.0,91711.0,3.0,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,660.0,63.0,39.0,79.0,93009.0,4.0,1.7,2.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,661.0,39.0,14.0,165.0,92126.0,2.0,3.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,662.0,63.0,38.0,52.0,94720.0,2.0,2.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,663.0,65.0,41.0,185.0,93561.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,664.0,46.0,20.0,49.0,90503.0,3.0,2.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,665.0,54.0,30.0,64.0,95126.0,1.0,1.8,3.0,227.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,666.0,54.0,24.0,61.0,92866.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,667.0,52.0,26.0,112.0,92120.0,1.0,2.4,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,668.0,63.0,39.0,72.0,93106.0,3.0,2.0,3.0,190.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,669.0,65.0,41.0,18.0,94010.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,670.0,56.0,29.0,41.0,94109.0,4.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,671.0,25.0,-1.0,61.0,92374.0,4.0,2.6,1.0,239.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,672.0,65.0,41.0,105.0,92612.0,1.0,3.0,2.0,282.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,673.0,51.0,27.0,23.0,95929.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,674.0,34.0,10.0,22.0,95670.0,1.0,0.5,3.0,85.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,675.0,49.0,23.0,59.0,95827.0,3.0,2.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,676.0,29.0,2.0,33.0,91711.0,1.0,2.0,2.0,160.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,677.0,47.0,23.0,11.0,94063.0,1.0,0.9,3.0,103.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,678.0,46.0,21.0,193.0,92780.0,2.0,2.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,679.0,52.0,27.0,61.0,92101.0,4.0,1.8,3.0,207.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,680.0,55.0,31.0,103.0,92093.0,3.0,1.8,2.0,364.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,681.0,61.0,36.0,51.0,94706.0,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,682.0,34.0,9.0,164.0,94720.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,683.0,58.0,34.0,12.0,90504.0,1.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,684.0,40.0,16.0,82.0,91311.0,1.0,3.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,685.0,43.0,17.0,164.0,90266.0,1.0,2.4,1.0,428.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,686.0,35.0,8.0,48.0,93107.0,2.0,1.66666666666667,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,687.0,25.0,-1.0,38.0,92612.0,4.0,0.6,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,688.0,48.0,22.0,65.0,92120.0,2.0,1.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,689.0,44.0,20.0,71.0,94304.0,4.0,1.9,1.0,207.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,690.0,54.0,30.0,18.0,94591.0,1.0,0.3,1.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,691.0,59.0,34.0,52.0,94115.0,2.0,1.6,3.0,75.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,692.0,45.0,18.0,48.0,90025.0,3.0,2.5,2.0,113.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,693.0,26.0,2.0,30.0,94720.0,1.0,1.0,3.0,111.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,694.0,40.0,15.0,40.0,92096.0,2.0,2.2,3.0,107.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,695.0,32.0,7.0,112.0,90740.0,1.0,3.8,1.0,81.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,696.0,29.0,4.0,115.0,92717.0,1.0,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,697.0,51.0,27.0,63.0,92251.0,2.0,1.0,3.0,82.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,698.0,42.0,17.0,85.0,92648.0,1.0,3.7,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,699.0,64.0,38.0,59.0,92028.0,1.0,2.5,3.0,220.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,700.0,44.0,20.0,68.0,95060.0,1.0,0.8,3.0,91.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,701.0,37.0,11.0,84.0,90089.0,2.0,1.8,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,702.0,44.0,19.0,62.0,93106.0,3.0,0.8,3.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,703.0,35.0,9.0,109.0,92709.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,704.0,41.0,17.0,141.0,94022.0,2.0,7.6,1.0,92.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,705.0,56.0,32.0,129.0,94065.0,1.0,7.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,706.0,62.0,36.0,30.0,94720.0,3.0,0.7,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,707.0,58.0,34.0,148.0,95819.0,1.0,4.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,708.0,47.0,20.0,25.0,95064.0,3.0,0.666666666666667,2.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,709.0,35.0,10.0,21.0,92182.0,3.0,1.3,1.0,115.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,710.0,29.0,4.0,72.0,95841.0,4.0,2.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,711.0,43.0,17.0,59.0,94085.0,3.0,0.9,3.0,87.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,712.0,62.0,37.0,83.0,91754.0,3.0,1.8,2.0,187.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,713.0,41.0,16.0,10.0,94123.0,2.0,0.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,714.0,34.0,9.0,84.0,92009.0,3.0,0.6,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,715.0,50.0,23.0,98.0,92068.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,716.0,47.0,23.0,32.0,92130.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,717.0,29.0,5.0,31.0,95929.0,4.0,0.4,2.0,161.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,718.0,59.0,34.0,94.0,93940.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,719.0,56.0,31.0,21.0,90024.0,2.0,0.2,3.0,137.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,720.0,61.0,35.0,110.0,92521.0,3.0,4.4,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,721.0,58.0,32.0,38.0,94025.0,1.0,2.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,722.0,49.0,24.0,39.0,92717.0,1.0,1.4,3.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,723.0,45.0,21.0,132.0,91103.0,3.0,1.2,2.0,0.0,1.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,724.0,50.0,24.0,61.0,94301.0,4.0,2.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,725.0,64.0,38.0,92.0,94086.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,726.0,39.0,15.0,119.0,92037.0,2.0,6.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,727.0,58.0,33.0,53.0,91030.0,4.0,2.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,728.0,62.0,37.0,18.0,92037.0,3.0,1.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,730.0,58.0,28.0,90.0,93106.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,731.0,43.0,18.0,140.0,95616.0,1.0,7.0,1.0,205.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,732.0,28.0,3.0,90.0,90066.0,2.0,3.3,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,733.0,26.0,1.0,85.0,90064.0,1.0,1.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,734.0,49.0,24.0,80.0,92009.0,1.0,1.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,735.0,65.0,41.0,53.0,92182.0,2.0,1.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,736.0,33.0,7.0,49.0,95403.0,4.0,2.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,739.0,36.0,10.0,80.0,94596.0,4.0,2.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,740.0,49.0,23.0,82.0,91902.0,2.0,2.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,741.0,52.0,27.0,193.0,90266.0,1.0,7.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,742.0,61.0,37.0,22.0,94590.0,1.0,1.2,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,743.0,32.0,6.0,81.0,92626.0,1.0,2.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,744.0,61.0,37.0,40.0,94539.0,4.0,2.2,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,745.0,45.0,20.0,154.0,94720.0,2.0,2.8,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,746.0,30.0,4.0,49.0,93955.0,3.0,1.1,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,747.0,62.0,37.0,85.0,95051.0,4.0,3.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,748.0,57.0,32.0,21.0,94112.0,3.0,0.1,2.0,0.0,0.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,749.0,41.0,17.0,14.0,91330.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,750.0,58.0,34.0,60.0,92008.0,4.0,1.6,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,751.0,29.0,5.0,138.0,93106.0,2.0,4.33333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,752.0,53.0,28.0,98.0,90210.0,1.0,1.3,3.0,355.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,753.0,64.0,39.0,22.0,90071.0,4.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,754.0,49.0,23.0,49.0,94720.0,1.0,1.2,2.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,755.0,38.0,14.0,102.0,95020.0,2.0,1.9,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,756.0,56.0,30.0,45.0,91103.0,4.0,0.7,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,757.0,56.0,31.0,82.0,95348.0,4.0,1.3,3.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,758.0,52.0,28.0,81.0,91745.0,3.0,1.8,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,759.0,64.0,39.0,35.0,90266.0,1.0,1.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,760.0,53.0,28.0,59.0,91950.0,2.0,1.9,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,761.0,29.0,3.0,52.0,92122.0,3.0,1.1,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,762.0,48.0,24.0,84.0,92152.0,3.0,0.7,1.0,166.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,763.0,32.0,6.0,85.0,90504.0,1.0,2.7,2.0,100.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,764.0,54.0,28.0,65.0,94122.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,765.0,37.0,13.0,89.0,95051.0,2.0,1.7,2.0,314.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,766.0,65.0,21.0,109.0,95822.0,4.0,1.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,767.0,37.0,12.0,81.0,94538.0,1.0,2.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,768.0,64.0,39.0,38.0,92024.0,1.0,1.1,3.0,108.0,0.0,0.0,0.0,0.0,0.0
